URL,Paragraph
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"Moreover, city officials clarified that despite recent advancements, the city is not yet officially considered a “smart city.” However, the city has made significant progress by establishing a command or smart command platform. It was revealed that the city is utilizing Cisco Technology, a single technology solution that is being projected to be one of the best globally."
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"Baguio City is grappling with a host of development challenges and significant urban issues that require urgent attention and resolution. City officials highlighted the city’s struggles with overpopulation overload, misaligned land use plans, inadequate waste management, traffic congestion, and air pollution, as well as climate-related hazards like landslides and flooding. Notably, urban decay is already taking hold within the city. "
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"It was stressed that today’s focus revolves around tackling these pressing issues head-on. All 53 strategic, analytic, and catalytical projects have been specifically designed to combat urban decay in Baguio. Given the city’s limited land availability, prudent management of its land resources is vital to strike a harmonious balance between development, conservation of green spaces, and addressing the varied needs of different sectors within the community."
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"It was articulated the rationale behind the development of a net zero roadmap, outlining a progressive vision for the city’s future. By harnessing artificial intelligence, information, and technology, the city aims to address existing challenges, enhance operational efficiency, and effectively manage resources. This strategic approach emphasizes the evolution of solutions over time to elevate the quality of government services, improve citizen welfare, and offer enhanced lifestyles through innovative smart services."
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"Despite facing obstacles exacerbated by the pandemic, Baguio City is steadfast in its ambition to transition into a smart city by 2027. Working actively with stakeholders and technology partners, the city is dedicated to materializing its ambitious digital platform. The implementation of the smart city system revolves around the thoughtful integration of various building blocks in a synchronized and cohesive manner."
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"A pivotal milestone in this journey was the successful procurement of a groundbreaking Smart City Command Center valued at 200 million pesos with the support of former President Rodrigo Duterte. This state-of-the-art facility, inaugurated in September 2021, stands as a pioneering achievement as the first of its kind in the entire country, he added."
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"Jessraf S. Palmares, the President of the National ICT Confederation of the Philippines (NICP), conveyed his delight and admiration to the local government commending its forward-thinking approach that recognizes technology as a crucial tool in addressing the myriad challenges faced by a city. Palmares emphasized the critical importance of embracing digital transformation, warning that failure to do so would result in being left behind in a rapidly evolving landscape. He underscored that technology represents the future, transcending boundaries while harnessing the power of artificial intelligence (AI) or generated AI to revolutionize the way individuals live their lives. Despite posing challenges to the current job market, particularly in the business process outsourcing (BPO) sector, Palmares stressed the necessity for individuals to adapt and upskill themselves to meet the evolving demands of the industry."
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"Baguio City is on a transformative path to becoming a smart city by 2027, guided by five key pillars: Security, Sustainability, Efficiency, Community-oriented, and Lifestyle. It was articulated that this ambitious vision rests upon a solid foundation of good governance. Stressing the importance of prudence, fairness, and responsibility, It was emphasized the imperative for city leaders to uphold rigorous ethical standards and integrity, while ensuring transparency and accountability to cultivate public trust in government. "
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"“Smarter is a more responsive and livable city, we don’t want just to be a smart city. We want to be a connected city. A truly connected city in which every citizen is connected, and every citizen is able to benefit from this vision,” city officials conclude. Trust was emphasized as the bedrock of Baguio City, serving as a linchpin for fostering community support for city initiatives. By Joy Anne M. Palaoag"
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,Herald Express is a news organization based in Baguio City that has a weekly publication and an online news portal. The newspaper is circulated in the different provinces of Northern Luzon. The name of the fastest-growing publication in town is coined from the word ‘quick messenger’ which is self-explanatory.
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,© 2024 Baguio Herald Express | Website Design and Development by Neitiviti Studios
https://www.da.gov.ph/gallery/visit-to-the-smart-greenhouse-project-at-the-da-bpi-in-baguio-city-january-26-2024/,"The Department of Agriculture (DA) officials led by Secretary Francisco P. Tiu Laurel, Jr. visited the Smart Greenhouse-Philippines Project (SGPP) at the DA-Bureau of Plant Industry Baguio National Crop Research Development and Production Support Center (BPI-BNCRDPSC) on January 26, 2024."
https://www.da.gov.ph/gallery/visit-to-the-smart-greenhouse-project-at-the-da-bpi-in-baguio-city-january-26-2024/,"Jointly implemented by the DA-BPI-BNCRDPSC and the DA-Cordillera Regional Field Office (RFO), the “Enhancing Productivity and Producing High Quality Tomato Through the SGPP” project aims to sustain its operation through research and development, technology transfer of smart technologies, and training/capacity building of farmers."
https://www.da.gov.ph/gallery/visit-to-the-smart-greenhouse-project-at-the-da-bpi-in-baguio-city-january-26-2024/,"There are also two ongoing research projects at the SGPP, namely, the performance evaluation of strawberry varieties/entries and the evaluation of different propagation techniques to produce quality plant materials. "
https://www.da.gov.ph/gallery/visit-to-the-smart-greenhouse-project-at-the-da-bpi-in-baguio-city-january-26-2024/,"The SGPP, which was completed in 2022, is a grant by the Government of the Republic of Korea through the Korea International Cooperation Agency (KOICA), the Korea Agency on Education, Promotion and Information Service on Food, Agriculture, Fisheries and Natural Resources (EPIS), Info Valle Korea Co., Ltd. and Shinhan A-Tec Co., Ltd. to the Cordillera people.###  (photos by Alan Jacalan, DA-AFID/ Jay Morales, DA-OSEC) "
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"PHILIPPINE-BASED education platform Bitskwela elevates Baguio’s transformation to a smart city through the Bull or Bear: Philippine Web3 Debate, highlighting the potential of Web3 to drive technological-based governance, reforms, and innovations in the city and across local governments all over the country."
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"Held at the University of the Cordilleras, Bitskwela’s sixth Bull or Bear debate, themed ""Web3 in Baguio,"" served as a melting pot for different stakeholders, enthusiasts, and students to engage in an open discussion on the pros and cons of blockchain-related technologies."
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"With a leveled understanding, Baguio citizens are able to make well-informed decisions when engaging with the Web3 space."
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"Baguio City Mayor Benjamin Magalong, who is leading the charge to classify Baguio as a full-fledged Smart City by 2027, underscored the significance of the event, saying: “This debate represents a pivotal step forward in our journey towards becoming a Smart City. By learning how to harness the transformative power of Web3 technology, we are not just envisioning a future of advanced governance and innovation but actively building it. Collaborations like these are crucial for us to realize a more connected, efficient, and inclusive city for all our residents.”"
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"“The goal of the Baguio Smart City project is to leverage emerging technologies, such as data analytics and artificial intelligence, to enact good governance. Alongside the tech-savvy population of Baguio, emerging technologies like blockchain and cryptocurrencies potentially play as a strong complement to sectors such as tourism management and citizen welfare,” said Bitskwela CEO Jiro Reyes, echoing Magalong’s view on the integral role of Web3 in achieving the city’s goal."
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"The debate featured esteemed leaders and experts in blockchain, technology, and innovation, including Christopher Star of Web3PH, Paolo Dioquino of DeFi Philippines, Henry James of Bitshares Labs, Pat Arro of Polkadot SEA, and Van Orpilla of Google Developers Group Baguio."
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,They provided thought-provoking insights into topics such as the adoption of digital currencies to improve commerce and governance and the use of NFTs to boost tourism.
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"“Bull or Bear is part of Bitskwela’s mission to help Filipinos own a piece of the internet. Our goal in these events is to bring Web3 and blockchain education to target areas where there is enough interest in emerging technology. Bitskwela envisions a Philippines where the words Bitcoin, crypto, and NFTs aren’t scary anymore for the everyday Filipino. We want cryptocurrency to be a household conversation; that’s why we’re bringing Bull or Bear to institutions such as the University of Cordillera,” Bitskwela CMO JC Macalintal added."
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"The Bull or Bear Baguio event was co-presented by Globe Telecom and Coins.ph, In collaboration with Polkadot, UC Innovation And Technology Transfer Office, and Bitshares Labs, along with Blockceler8 by Uniquecorn Strategies as its official PR partner."
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"The event is also supported by NextBlock, KTX Finance, and friendzone.pro. (PR)"
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,Follow Us
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,©Copyright 2024 SunStar Publishing Inc.
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,Powered by Quintype
https://tribune.net.ph/2024/01/07/baguios-smart-city-command-center-has-unpaid-electric-bills,BAGUIO CITY — The City Government of Baguio has yet to pay the more than P200 thousand bill of the Smart City Command Center (SC3) covering the months of August 2021 to December 2022.
https://tribune.net.ph/2024/01/07/baguios-smart-city-command-center-has-unpaid-electric-bills,The City Council recently approved a legislative move approving the request for the authority of the chief executive of Baguio so that said amount will be charged to 2023 appropriations of the SC3. The SC3 is being managed by the Information and Technology Division of the City Mayor's Office.
https://tribune.net.ph/2024/01/07/baguios-smart-city-command-center-has-unpaid-electric-bills,"On 13 November of last year, the Benguet Electric Cooperative (BENECO) wrote the city government notifying that the city had an electric consumption of P201,304 from August 2021 to December 2022. Because of this, Baguio City Mayor Benjamin Magalong send a request letter to the Baguio City Council for the appropriation of the said amount from the current appropriations of the SC3."
https://tribune.net.ph/2024/01/07/baguios-smart-city-command-center-has-unpaid-electric-bills,The electric consumption was used for the operation of the IoT boxes of the SC3 and air quality monitoring devices installed in different parts of the city.
https://tribune.net.ph/2024/01/07/baguios-smart-city-command-center-has-unpaid-electric-bills,"Based on the certification of the Local Finance Committee, there is a P2,177,48.57 fund for the electricity expenses of the operation of the SC3."
https://tribune.net.ph/2024/01/07/baguios-smart-city-command-center-has-unpaid-electric-bills,"BENECO, on the other hand, has no explanation for why it took a long time to ask the city government to pay for its electric consumption."
https://tribune.net.ph/2024/01/07/baguios-smart-city-command-center-has-unpaid-electric-bills,Follow Us
https://tribune.net.ph/2024/01/07/baguios-smart-city-command-center-has-unpaid-electric-bills,2000
https://tribune.net.ph/2024/01/07/baguios-smart-city-command-center-has-unpaid-electric-bills,Powered by Quintype
https://www.pna.gov.ph/articles/1153128,"This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command or malformed data."
https://www.pna.gov.ph/articles/1153128,You can email the site owner to let them know you were blocked. Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page.
https://www.pna.gov.ph/articles/1153128,Cloudflare Ray ID: 8c1869365b63601d • Your IP: Click to reveal • Performance & security by Cloudflare
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"Baguio City, a popular tourist destination in the Philippines, delivers its public services to its residents and visitors through an advanced Command Center."
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"In partnership with Cisco, a digital solutions company, the province built its Smart City Command Center to centralize and digitalize its operations for better governance."
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,The command center was inaugurated in September 2021.
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"In a statement, Baguio City Mayor Benjamin Magalong emphasized the need for careful planning and a strong partnership foundation to create a “smart city.”"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"“To become a smart city, having a well-defined plan is crucial. Recognizing this, we in the city government-initiated discussions with Cisco regarding a potential partnership,” said Magalong."
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"“The response from Cisco was exceedingly impressive as they promptly organized themselves and provided a comprehensive response. Their willingness to collaborate positions us closer to our goal of transforming into a smart city,” he added."
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"The Baguio Smart City Command Center was developed as part of Cisco’s Country Digital Acceleration (CDA) program in the Philippines, UGNAYAN 2030."
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,National Geographic defines a smart city as a metropolitan area wherein “in which a suite of sensors (typically hundreds or thousands) is deployed to collect electronic data from and about people and infrastructure so as to improve efficiency and quality of life.”
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"In line with this, Baguio City’s “smart” command center is also equipped with Cisco technologies."
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"According to a press release about this facility, it was stated that the technologies Cisco provided and installed include “industrial and network switches, data center architecture, as well as firewalls, and advanced threat detection response tools, ensuring that the command center is secure from end to end at all times.”"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"To ensure data security, it was also stated that the command center contains “Cisco’s networking, security, and collaboration technologies power the underlying infrastructure of the platform.”"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,The overall Smart City Command Center serves as “the core” of Baguio City’s regular operations and functions.
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"“These solutions enable the Smart City Command Center to aggregate and analyze data from city infrastructure sensors and other data sources seamlessly and securely,” the press release said."
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"“It equips city planners and officials with a holistic view of the entire smart city ecosystem, from traffic patterns and available parking lots to environmental conditions and public safety measures, optimizing the speed and scale of digital services for citizens of Baguio,” it added."
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"Moreover, Cisco also trained personnel on how to properly use the command center’s system and infrastructure."
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,This innovation was launched in response to a study commissioned by the National Economic Development Authority (NEDA) that stated Baguio faces “urban decay” in the next 25 years.
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,This might happen if concerns surrounding the tourist spot such as overcrowding and waste management were not resolved.
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,Here is a list of what the Smart City Command Center has achieved for Baguio City so far:
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"GRIDLOCK Congestion in Baguio City has become too big it can affect the summer capital’s economy with gridlocks becoming a normal occurrence. Infrastructure giants have offered solutions
in partnership proposals with the city government. —NEIL CLARK ONGCHANGCO"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"BAGUIO CITY—The developers of Metro Manila’s subway, Singapore’s traffic management system, and Luzon’s expressways outlined their plans for redeveloping the heavily congested summer capital into a “smart city” and sparing it from urban decay at a two-day public-private partnership (PPP) summit this week."
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"Construction giants Metro Pacific, Megawide and Metro Global Holdings are among the country’s major investors negotiating with the city government about putting up an electric monorail serving downtown Baguio and neighboring Benguet towns, an AI (artificial intelligence)-powered mobility system to make traffic and mass transportation more efficient, a centralized transport terminal and a new public market."
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"On the first summit session on Wednesday, former transportation undersecretary Mark de Leon, now vice president of Metro Pacific Investments Co., said road congestion and its impact on the economy and the environment were among Baguio’s key urban problems which the developers offered to solve."
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"Baguio was built by the American colonial government in the early 1900s and was designed for 25,000 people. But a 2019 urban carrying capacity study estimates that many of Baguio’s resources like water, woodlands and buildable spaces are no longer sufficient for its current population of 360,000."
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"“Your road networks can’t accommodate the additional number of vehicles coming up during holidays,” De Leon said, partly due to what he described as “inefficient and unreliable public transportation.”"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"“Sometimes tourists already think twice about going to Baguio because of that problem,” he added."
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,But an urban poor organization asked why Baguio appeared to be relying on private sector capital.
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"“We encourage the city to demand higher budgets (from the national government to finance) public utilities and services instead of PPPs,” said Daisy Bagni, secretary general of Ornus."
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,Mayor Benjamin Magalong said he and a group of anticorruption mayors were fighting to secure their localities’ proper share of national taxes so local governments could finance more projects themselves.
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"Local governments have been able to access only a smaller percentage of their annual national tax share, Magalong said, because other officials, including lawmakers, control the disbursement of the rest of the funds."
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,The summit presented “unsolicited” proposals which are being reviewed or are subjects of negotiations. De Leon said these proposals were pitched independently but were parts of an overall cure to Baguio’s “pain points.”
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"Metro Pacific, which built and operates tollways like the North Luzon Expressway, is investing in the “Baguio Smart Urban Mobility Project,” which would regulate traffic flow using a unified dispatching system for jeepneys, minibuses and taxis and an online platform that directs motorists away from congested roads or guides them to the nearest parking facility."
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,Metro Pacific has tapped the system developed by Singaporean firm ST Engineering. It is also introducing a congestion fee to be collected from motorists should they drive through “pre-identified congestion areas” at certain times of the day.
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"De Leon said urban mobility would benefit from a “Baguio City Intermodal Terminal,” which was discussed at the summit by Matthew Jaramillo, business development officer of Megawide Construction Corp., which put up the Parañaque Integrated Terminal Exchange and won the bid for Phase 1 of the Metro Manila Subway project."
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,Jaramillo said the proposed central terminal would serve inbound and outbound buses.
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"De Leon said the “Baguio City Sky Shuttle Project” of Metro Global Holdings Corp. also improves urban mobility. The company has offered to build an P11-billion electricity-driven train that would use an elevated monorail system that would improve air quality and reduce Baguio’s carbon footprint, according to Jaime Cacho, president of the affiliate firm, Metro Global Renewable Energy Corp."
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"According to Cacho, his company is building a “circular economy” in the city because the train could be fueled by power generated by a waste-to-energy plant which Metro Global is developing with Baguio in the Benguet town of Sablan."
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,Subscribe to our daily newsletter
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy.
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"His company, on Oct. 2, signed a memorandum of agreement with Magalong that makes the city a prime resource for the plant’s demand for solid waste."
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,Subscribe to our newsletter!
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy.
https://www.pna.gov.ph/articles/1185389,"This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command or malformed data."
https://www.pna.gov.ph/articles/1185389,You can email the site owner to let them know you were blocked. Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page.
https://www.pna.gov.ph/articles/1185389,Cloudflare Ray ID: 8c1869810d72601d • Your IP: Click to reveal • Performance & security by Cloudflare
